	Ano do Calendário	Programa	Nome do PPG	Área de Avaliação	IES Sigla	IES Nome	Nome Docente	Ano Titulação	Regime de Trabalho	Projetos Minter Dinter	Categoria	Início da Categoria	Fim da Categoria	Carga Horária
49	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	BETINA TSCHIEDEL MARTAU	2009	Integral		PERMANENTE	01/11/2014		40
50	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CARLOS EDUARDO DIAS COMAS	2002	Integral		PERMANENTE	01/01/1990		25
51	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CLÁUDIA PIANTÁ COSTA CABRAL	2001	Integral		PERMANENTE	01/01/2015		25
52	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CLAUDIO CALOVI PEREIRA	1993	Integral		PERMANENTE	01/01/2015		25
53	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	DAVID  EARL LEATHERBARROW	1984	Integral		VISITANTE	03/10/2017	11/10/2017	20
54	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	DOUGLAS VIEIRA DE AGUIAR	1991	Integral		PERMANENTE	01/01/1990		20
55	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	EDSON DA CUNHA MAHFUZ	1983	Integral		PERMANENTE	01/01/1990		20
56	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	EDUARDO GRALA DA CUNHA	2005	Parcial		COLABORADOR	10/12/2014	10/06/2017	1
57	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FERNANDO FREITAS FUAO	1992	Integral		PERMANENTE	01/01/2015		25
58	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	HEITOR DA COSTA SILVA	1982	Integral		PERMANENTE	01/01/2015		30
59	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	JAVIER GARCIA-SOLERA VERA	1999	Integral		VISITANTE	05/06/2017	12/06/2017	15
60	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	JORGE MANUEL FERNANDES FIGUEIRA FERREIRA	2009	Integral		VISITANTE	03/11/2017	10/11/2017	20
61	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	LINEU CASTELLO	2005	Parcial		PERMANENTE	01/01/2016		25
62	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	LUIS HENRIQUE HAAS LUCCAS	2004	Integral		PERMANENTE	06/07/2010		25
63	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MARIA LUIZA ADAMS SANVITTO	2010	Integral		PERMANENTE	02/01/2017		20
64	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	MARTA SILVEIRA PEIXOTO	2006	Integral		PERMANENTE	17/08/2017		10
65	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ROGERIO DE CASTRO OLIVEIRA	2000	Integral		COLABORADOR	12/06/2014		3
66	2017	42001013049P8	ARQUITETURA	ARQUITETURA, URBANISMO E DESIGN	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	SILVIO BELMONTE DE ABREU FILHO	2006	Integral		PERMANENTE	01/01/1990		20
67	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	ANA LUIZA DE SOUZA NOBRE	2008	Integral		PERMANENTE	01/01/2013		40
68	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	ELISA DOMINGUEZ SOTELINO	1990	Integral		PERMANENTE	01/01/2013		10
69	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	FERNANDO BETIM PAES LEME	2008	Integral		PERMANENTE	01/01/2013		30
70	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	FERNANDO MAURICIO ESPOSITO GALARCE	2011	Integral		PERMANENTE	04/01/2016		40
71	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	JOAO MASAO KAMITA	1999	Integral		PERMANENTE	01/01/2013		20
72	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	LUIZ FERNANDO CAMPOS RAMOS MARTHA	1989	Integral		PERMANENTE	01/01/2013		10
73	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	MAIRA MACHADO MARTINS	2011	Integral		PERMANENTE	04/01/2016		40
74	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	MARCOS OSMAR FAVERO	2009	Integral		PERMANENTE	01/01/2013		40
75	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	MARIA FERNANDA RODRIGUES CAMPOS LEMOS	2010	Integral		PERMANENTE	01/01/2013		30
76	2017	31005012039P7	Arquitetura	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	OTAVIO LEONIDIO RIBEIRO	2005	Integral		PERMANENTE	01/01/2013		30
77	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	ALDOMAR PEDRINI	2002	Integral		PERMANENTE	01/02/2004		10
78	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	ALEXSANDRO FERREIRA CARDOSO DA SILVA	2010	Dedicação Exclusiva		COLABORADOR	24/04/2017		10
79	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	AMADJA HENRIQUE BORGES	2002	Integral		PERMANENTE	05/10/1999		10
80	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	ANGELA LUCIA DE ARAUJO FERREIRA	1996	Integral		PERMANENTE	01/01/2013		10
81	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	BIANCA CARLA DANTAS DE ARAUJO	2010	Integral		PERMANENTE	01/01/2013		10
82	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	EDJA BEZERRA FARIA TRIGUEIRO	1995	Integral		PERMANENTE	05/10/1999		10
83	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	EDNA MOURA PINTO	2005	Integral		PERMANENTE	01/02/2009		10
84	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	GEORGE ALEXANDRE FERREIRA DANTAS	2009	Integral		PERMANENTE	01/02/2009		10
85	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	GLEICE VIRGINIA MEDEIROS DE AZAMBUJA ELALI	2002	Integral		PERMANENTE	05/10/1999		10
86	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	HEITOR DE ANDRADE SILVA	2013	Dedicação Exclusiva		PERMANENTE	06/03/2017		10
87	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	JOSE CLEWTON DO NASCIMENTO	2008	Dedicação Exclusiva		PERMANENTE	01/03/2012		10
88	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	MAISA FERNANDES DUTRA VELOSO	1996	Integral		PERMANENTE	05/10/1999		10
89	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	MARCIO MORAES VALENCA	1997	Integral		PERMANENTE	05/10/1999		10
90	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	MARIA DULCE PICANCO BENTES SOBRINHA	2001	Integral		PERMANENTE	01/01/2017		10
91	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	NATALIA MIRANDA VIEIRA DE ARAUJO	2006	Integral		COLABORADOR	01/01/2017		10
92	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	NELCI TINEM	2001	Dedicação Exclusiva		COLABORADOR	01/05/2005		5
93	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RUBENILSON BRAZAO TEIXEIRA	2002	Integral		PERMANENTE	05/10/1999		10
94	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RUTH MARIA DA COSTA ATAIDE	2013	Dedicação Exclusiva		PERMANENTE	01/01/2015		10
95	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	SOLANGE VIRGINIA GALARCA GOULART	2005	Dedicação Exclusiva		COLABORADOR	01/01/2013	31/12/2017	20
96	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	VERONICA MARIA FERNANDES DE LIMA	2008	Dedicação Exclusiva		PERMANENTE	08/08/2016		10
97	2017	23001011024P1	ARQUITETURA  E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	VIRGINIA MARIA DANTAS DE ARAUJO	1996	Integral		PERMANENTE	05/10/1999		10
98	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	ANA PAULA RABELLO LYRA	2007	Integral		PERMANENTE	01/02/2017		34
99	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	CYNTHIA MARCONSINI LOUREIRO SANTOS	2012	Integral		PERMANENTE	01/02/2017		28
100	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	FLAVIA NICO VASCONCELOS	2011	Integral		PERMANENTE	01/02/2017		14
101	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	GIOVANILTON ANDRE CARRETA FERREIRA	2016	Integral		PERMANENTE	01/03/2017		27
102	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	LARISSA LETICIA ANDARA RAMOS	2008	Integral		PERMANENTE	01/02/2017		27
103	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	LEOPOLDO EURICO GONCALVES BASTOS	1975	Parcial		PERMANENTE	01/03/2017		20
104	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	LUCIANA APARECIDA NETTO DE JESUS	2011	Parcial		PERMANENTE	01/02/2017	25/07/2017	20
105	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	LUCIANA TELES MOURA	2012	Parcial		COLABORADOR	01/03/2017		10
106	2017	30011019103P0	ARQUITETURA E CIDADE	ARQUITETURA, URBANISMO E DESIGN	UVV	UNIVERSIDADE VILA VELHA	MARIA DA PENHA SMARZARO SIQUEIRA	1991	Parcial		COLABORADOR	06/03/2017	17/12/2017	10
